"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/11/2023";"0000";"21,1";"500";"21,0";"93,0";"93,0";"92,0";"19,9";"20,2";"19,9";"946,5";"946,8";"946,5";"2,7";"46,0";"4,4";"";"0,2"
"01/11/2023";"0100";"20,9";"21,1";"20,9";"93,0";"94,0";"93,0";"19,7";"20,1";"19,7";"946,2";"946,5";"946,2";"2,6";"48,0";"4,5";"";"0,2"
"01/11/2023";"0200";"20,8";"20,9";"20,8";"93,0";"93,0";"93,0";"19,6";"19,8";"19,5";"945,8";"946,2";"945,8";"2,0";"29,0";"3,6";"";"0,0"
"01/11/2023";"0300";"20,6";"20,8";"20,6";"93,0";"93,0";"93,0";"19,4";"19,6";"19,4";"945,5";"945,8";"945,5";"1,1";"57,0";"3,0";"";"0,0"
